AppName,ExecutablePath,ShortcutPath,AppUserModelID
AsusDolbyHost,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\HWSettings\AsusDolbyHost.exe,,
AsusPresenceDetection,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\HWSettings\AsusPresenceDetection.exe,,
AsusServiceRecovery,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\HWSettings\AsusServiceRecovery.exe,,
AsusAdaptiveLock,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\HWSettings\CVF\AsusAdaptiveLock.exe,,
AsusLiveUpdateToast,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\LiveUpdate\toastEXE\AsusLiveUpdateToast.exe,,
SelfUpdate,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\SCI\SelfUpdate.exe,,
SelfUpdateV1,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\SCI\SelfUpdateV1.exe,,
AsusSwitchBookmarks,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\Switch\AsusSwitchBookmarks.exe,,
AsusSwitchEdgeParser,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\Switch\AsusSwitchEdgeParser.exe,,
AsusSwitchTrayIcon,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\Switch\AsusSwitchTrayIcon.exe,,
AsusCRMToastHandler,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\ModuleDll\UserCenter\ToastClient\AsusCRMToastHandler.exe,,
AsusMyASUS,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\MyASUS\AsusMyASUS.exe,,
AsusMyASUSNotification,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\MyASUSNotification\AsusMyASUSNotification.exe,,
UpdateMessenger,C:\Program Files\WindowsApps\B9ECED6F.ASUSPCAssistant_4.0.36.0_x64__qmba6cd70vzyy\MyASUSUpdatedTask\PlugIn\UpdateMessenger.exe,,
AuraEditor,C:\Program Files\WindowsApps\B9ECED6F.AURACreator_4.1.10.0_x64__qmba6cd70vzyy\AuraEditor.exe,,
Clipchamp,C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.2.10220.0_x64__yxz26nhyzhsrt\Clipchamp\Clipchamp.exe,,
MicrosoftEdgeWebview2Setup,C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.2.10220.0_x64__yxz26nhyzhsrt\Runtimes\MicrosoftEdgeWebview2Setup.exe,,
DolbyAccess,C:\Program Files\WindowsApps\DolbyLaboratories.DolbyAccess_3.27.1140.0_x64__rz1tebttyb220\DolbyAccess.exe,,
CMediaAudioControlPanel,C:\Program Files\WindowsApps\e2b691c9.c-media6549audiocontrolpanel_1.0.37.0_x64__y9kx1840xc4zw\VFS\ProgramFilesX86\C-Media Audio Control Panel\CMediaAudioControlPanel.exe,,
Cortana,C:\Program Files\WindowsApps\microsoft.549981c3f5f10_4.2308.1005.0_x64__8wekyb3d8bbwe\Cortana.exe,,
Microsoft.Msn.News,C:\Program Files\WindowsApps\microsoft.bingnews_4.55.62231.0_x64__8wekyb3d8bbwe\Microsoft.Msn.News.exe,,
MicrosoftBing,C:\Program Files\WindowsApps\Microsoft.BingSearch_1.1.34.0_x64__8wekyb3d8bbwe\MicrosoftBing.exe,,
WeatherStub,C:\Program Files\WindowsApps\Microsoft.BingWeather_3.2.3.0_x64__8wekyb3d8bbwe\WeatherStub.exe,,
Copilot,C:\Program Files\WindowsApps\Microsoft.Copilot_1.25051.120.0_x64__8wekyb3d8bbwe\Copilot.exe,,
AppInstaller,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\AppInstaller.exe,,
AppInstallerFullTrustAppServiceClient,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\AppInstallerFullTrustAppServiceClient.exe,,
AppInstallerPythonRedirector,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\AppInstallerPythonRedirector.exe,,
AuthenticationManager,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\AuthenticationManager.exe,,
WindowsPackageManagerServer,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe,,
winget,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\winget.exe,,
ConfigurationRemotingServer,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\ConfigurationRemotingServer\ConfigurationRemotingServer.exe,,
XboxGameBarWidgets,C:\Program Files\WindowsApps\Microsoft.GamingApp_2505.1001.5.0_x64__8wekyb3d8bbwe\XboxGameBarWidgets.exe,,
XboxPartyChatHost,C:\Program Files\WindowsApps\Microsoft.GamingApp_2505.1001.5.0_x64__8wekyb3d8bbwe\XboxPartyChatHost.exe,,
XboxPcApp,C:\Program Files\WindowsApps\Microsoft.GamingApp_2505.1001.5.0_x64__8wekyb3d8bbwe\XboxPcApp.exe,,
XboxPcAppAdminServer,C:\Program Files\WindowsApps\Microsoft.GamingApp_2505.1001.5.0_x64__8wekyb3d8bbwe\XboxPcAppAdminServer.exe,,
XboxPcAppCE,C:\Program Files\WindowsApps\Microsoft.GamingApp_2505.1001.5.0_x64__8wekyb3d8bbwe\XboxPcAppCE.exe,,
XboxPcAppFT,C:\Program Files\WindowsApps\Microsoft.GamingApp_2505.1001.5.0_x64__8wekyb3d8bbwe\XboxPcAppFT.exe,,
XboxPcTray,C:\Program Files\WindowsApps\Microsoft.GamingApp_2505.1001.5.0_x64__8wekyb3d8bbwe\XboxPcTray.exe,,
gamelaunchhelper,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\gamelaunchhelper.exe,,
gamingservices,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\gamingservices.exe,,
gamingservicesnet,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\gamingservicesnet.exe,,
gsstub,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\gsstub.exe,,
tcui-app,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\tcui-app.exe,,
xgamecontrol,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\xgamecontrol.exe,,
xgamehelper,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\xgamehelper.exe,,
gamingservicestcui,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\gamingservicestcui\gamingservicestcui.exe,,
gamingservicesui,C:\Program Files\WindowsApps\Microsoft.GamingServices_28.100.8001.0_x64__8wekyb3d8bbwe\GamingServicesUI\gamingservicesui.exe,,
GetHelp,C:\Program Files\WindowsApps\Microsoft.GetHelp_10.2409.22951.0_x64__8wekyb3d8bbwe\GetHelp.exe,,
TipsStub,C:\Program Files\WindowsApps\Microsoft.Getstarted_1.3.42522.0_x64__8wekyb3d8bbwe\TipsStub.exe,,
storestub,C:\Program Files\WindowsApps\Microsoft.Ink.Handwriting.Main.en-US.1.0.1_0.850.1840.0_x64__8wekyb3d8bbwe\storestub.exe,,
WebViewHost,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2505.50115.0_x64__8wekyb3d8bbwe\WebViewHost.exe,,
Microsoft.MicrosoftSolitaireCollection,C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.22.4280.0_x64__8wekyb3d8bbwe\Microsoft.MicrosoftSolitaireCollection.exe,,
Solitaire,C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.22.4280.0_x64__8wekyb3d8bbwe\Solitaire.exe,,
StickyNotesStub,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_4.0.6104.0_x64__8wekyb3d8bbwe\StickyNotesStub.exe,,
olk,C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.328.300_x64__8wekyb3d8bbwe\olk.exe,,
olkFullTrustExecutor,C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.328.300_x64__8wekyb3d8bbwe\olkFullTrustExecutor.exe,,
olkPushNotificationBackgroundTask,C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.328.300_x64__8wekyb3d8bbwe\olkPushNotificationBackgroundTask.exe,,
relaunchNativeHost,C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.328.300_x64__8wekyb3d8bbwe\relaunchNativeHost.exe,,
xpdAgent,C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.328.300_x64__8wekyb3d8bbwe\xpdAgent.exe,,
mspaint,C:\Program Files\WindowsApps\Microsoft.Paint_11.2503.381.0_x64__8wekyb3d8bbwe\PaintApp\mspaint.exe,,
PeopleApp,C:\Program Files\WindowsApps\microsoft.people_10.2202.100.0_x64__8wekyb3d8bbwe\PeopleApp.exe,,
PAD.BridgeToHLLAPIx64,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.BridgeToHLLAPIx64.exe,,
PAD.BridgeToHLLAPIx86,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.BridgeToHLLAPIx86.exe,,
PAD.BridgeToMODIx86,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.BridgeToMODIx86.exe,,
PAD.ChildSession.Installer.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.ChildSession.Installer.Host.exe,,
PAD.ChildSession.Service.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.ChildSession.Service.Host.exe,,
PAD.Console.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.Console.Host.exe,,
PAD.DataCollectionSwitch,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.DataCollectionSwitch.exe,,
PAD.ModuleInitialization,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.ModuleInitialization.exe,,
PAD.PackageUpgrader,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.PackageUpgrader.exe,,
PAD.Robot,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.Robot.exe,,
PAD.RobotV2,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\PAD.RobotV2.exe,,
TelemetryTester,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\TelemetryTester.exe,,
TroubleshootingTool.Console,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\TroubleshootingTool.Console.exe,,
PAD.AutomationBrowser,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.AutomationBrowser.exe,,
PAD.AutomationServer,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.AutomationServer.exe,,
PAD.BridgeToUIAutomation2,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.BridgeToUIAutomation2.exe,,
PAD.BrowserNativeMessageHost,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.BrowserNativeMessageHost.exe,,
PAD.ChildSession.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.ChildSession.Host.exe,,
PAD.ComputerUseAgent.UI.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.ComputerUseAgent.UI.Host.exe,,
PAD.Designer,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.Designer.exe,,
PAD.Java.Installer.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.Java.Installer.Host.exe,,
PAD.Java.Sync.Service.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.Java.Sync.Service.Host.exe,,
PAD.MacroRecorder,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.MacroRecorder.exe,,
PAD.ProcessInsight.Recorder,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.ProcessInsight.Recorder.exe,,
PAD.RDP.TroubleShooter,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.RDP.TroubleShooter.exe,,
PAD.SelfHeal.Host,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.SelfHeal.Host.exe,,
PAD.Troubleshooter,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.Troubleshooter.exe,,
PAD.Updater.MSI,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.Updater.MSI.exe,,
PAD.Updater.MSIX,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\PAD.Updater.MSIX.exe,,
TroubleshootingTool.UI,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\TroubleshootingTool.UI.exe,,
jattach,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\java-support\jattach.exe,,
jattach32,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\java-support\jattach32.exe,,
PAD.BridgeToSapAutomation,C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_11.2504.176.0_x64__8wekyb3d8bbwe\dotnet\x86\PAD.BridgeToSapAutomation.exe,,
SnippingTool,C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2503.29.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe,,
SecHealthUI,C:\Program Files\WindowsApps\Microsoft.SecHealthUI_1000.27777.1008.0_x64__8wekyb3d8bbwe\SecHealthUI.exe,,
StoreExperienceHost,C:\Program Files\WindowsApps\Microsoft.StorePurchaseApp_22503.1401.3.0_x64__8wekyb3d8bbwe\StoreExperienceHost.exe,,
Todo,C:\Program Files\WindowsApps\Microsoft.Todos_0.148.3611.0_x64__8wekyb3d8bbwe\Todo.exe,,
WidgetService,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.8.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,
DynamicDependencyLifetimeManager,C:\Program Files\WindowsApps\microsoft.winappruntime.ddlm.2000.802.31.0-x6_2000.802.31.0_x64__8wekyb3d8bbwe\DynamicDependencyLifetimeManager.exe,,
DynamicDependencyLifetimeManagerShadow,C:\Program Files\WindowsApps\microsoft.winappruntime.ddlm.2000.802.31.0-x6_2000.802.31.0_x64__8wekyb3d8bbwe\DynamicDependencyLifetimeManagerShadow.exe,,
WindowsAdvancedSettings,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettings.exe,,
Photos.AutoPlay,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2025.11040.23001.0_x64__8wekyb3d8bbwe\Photos.AutoPlay.exe,,
Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2025.11040.23001.0_x64__8wekyb3d8bbwe\Photos.exe,,
Time,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_11.2503.4.0_x64__8wekyb3d8bbwe\Time.exe,,
ClockWidgets,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_11.2503.4.0_x64__8wekyb3d8bbwe\ClockWidgets\ClockWidgets.exe,,
DeploymentAgent,C:\Program Files\WindowsApps\microsoft.windowsappruntime.1.2_2000.802.31.0_x64__8wekyb3d8bbwe\DeploymentAgent.exe,,
RestartAgent,C:\Program Files\WindowsApps\microsoft.windowsappruntime.1.2_2000.802.31.0_x64__8wekyb3d8bbwe\RestartAgent.exe,,
CalculatorApp,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2502.2.0_x64__8wekyb3d8bbwe\CalculatorApp.exe,,
WindowsCamera,C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2025.2502.17.0_x64__8wekyb3d8bbwe\WindowsCamera.exe,,
HxAccounts,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe\HxAccounts.exe,,
HxCalendarAppImm,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe\HxCalendarAppImm.exe,,
HxOutlook,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe\HxOutlook.exe,,
HxTsr,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe\HxTsr.exe,,
PilotshubApp,C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.2505.1101.0_x64__8wekyb3d8bbwe\PilotshubApp.exe,,
Maps,C:\Program Files\WindowsApps\Microsoft.WindowsMaps_1.0.64.0_x64__8wekyb3d8bbwe\Maps.exe,,
Notepad,C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2503.16.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,
SoundRec,C:\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_1.0.90.0_x64__8wekyb3d8bbwe\SoundRec.exe,,
WinStore.App,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22504.1401.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe,,
StoreDesktopExtension,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22504.1401.13.0_x64__8wekyb3d8bbwe\WinStore.DesktopExtension\StoreDesktopExtension.exe,,
elevate-shim,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\elevate-shim.exe,,
OpenConsole,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\OpenConsole.exe,,
TerminalAzBridge,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\TerminalAzBridge.exe,,
WindowsTerminal,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,,
wt,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\wt.exe,,
TCUI-App,C:\Program Files\WindowsApps\microsoft.xbox.tcui_1.24.10001.0_x64__8wekyb3d8bbwe\TCUI-App.exe,,
GameBar,C:\Program Files\WindowsApps\microsoft.xboxgameoverlay_1.54.4001.0_x64__8wekyb3d8bbwe\GameBar.exe,,
GameBarElevatedFT,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.225.4081.0_x64__8wekyb3d8bbwe\GameBarElevatedFT.exe,,
GameBarFTServer,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.225.4081.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe,,
XboxIdp,C:\Program Files\WindowsApps\microsoft.xboxidentityprovider_12.115.1001.0_x64__8wekyb3d8bbwe\XboxIdp.exe,,
SpeechToTextOverlay64-Retail,C:\Program Files\WindowsApps\microsoft.xboxspeechtotextoverlay_1.21.13002.0_x64__8wekyb3d8bbwe\SpeechToTextOverlay64-Retail.exe,,
PhoneExperienceHost,C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25042.80.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe,,
YourPhoneAppProxy,C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25042.80.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy.exe,,
Microsoft.Media.Player,C:\Program Files\WindowsApps\Microsoft.ZuneMusic_11.2504.4.0_x64__8wekyb3d8bbwe\Microsoft.Media.Player.exe,,
Video.UI,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.25041.10021.0_x64__8wekyb3d8bbwe\Video.UI.exe,,
DynamicDependency.DataStore,C:\Program Files\WindowsApps\microsoftcorporationii.winappruntime.main.1.2_2000.802.31.0_x64__8wekyb3d8bbwe\DynamicDependency.DataStore.exe,,
PushNotificationsLongRunningTask,C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Singleton_7000.456.1632.0_x64__8wekyb3d8bbwe\PushNotificationsLongRunningTask.exe,,
PushNotificationsLongRunningTask.StartupTask,C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Singleton_7000.456.1632.0_x64__8wekyb3d8bbwe\PushNotificationsLongRunningTask.StartupTask.exe,,
msteams,C:\Program Files\WindowsApps\microsoftteams_24165.1305.2974.9330_x64__8wekyb3d8bbwe\msteams.exe,,
msteamsupdate,C:\Program Files\WindowsApps\microsoftteams_24165.1305.2974.9330_x64__8wekyb3d8bbwe\msteamsupdate.exe,,
msteams_autostarter,C:\Program Files\WindowsApps\microsoftteams_24165.1305.2974.9330_x64__8wekyb3d8bbwe\msteams_autostarter.exe,,
WidgetBoard,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.10401.30.0_x64__cw5n1h2txyewy\WidgetBoard.exe,,
Widgets,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.10401.30.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe,,
CrossDeviceFilesHost,C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25032.52.0_x64__cw5n1h2txyewy\CrossDeviceFilesHost.exe,,
CrossDeviceService,C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25032.52.0_x64__cw5n1h2txyewy\CrossDeviceService.exe,,
CrossDeviceSettingsHost,C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25032.52.0_x64__cw5n1h2txyewy\CrossDeviceSettingsHost.exe,,
CrossDeviceStreamingHost,C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25032.52.0_x64__cw5n1h2txyewy\CrossDeviceStreamingHost.exe,,
nvcplui,C:\Program Files\WindowsApps\NVIDIACorp.NVIDIAControlPanel_8.1.967.0_x64__56jybvy8sckqj\nvcplui.exe,,
NvGpuUtilization,C:\Program Files\WindowsApps\NVIDIACorp.NVIDIAControlPanel_8.1.967.0_x64__56jybvy8sckqj\NvGpuUtilization.exe,,
idle3.12,C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\idle3.12.exe,,
pip3.12,C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\pip3.12.exe,,
python3.12,C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\python3.12.exe,,
pythonw3.12,C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\pythonw3.12.exe,,
x86_64-w64-mingw32-nmakehlp,C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\tcl\nmake\x86_64-w64-mingw32-nmakehlp.exe,,
Spotify,C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.263.394.0_x64__zpdnekdrzrea0\Spotify.exe,,
SpotifyMigrator,C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.263.394.0_x64__zpdnekdrzrea0\SpotifyMigrator.exe,,
SpotifyStartupTask,C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.263.394.0_x64__zpdnekdrzrea0\SpotifyStartupTask.exe,,
SpotifyWidgetProvider,C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.263.394.0_x64__zpdnekdrzrea0\SpotifyWidgetProvider.exe,,
XboxGameBarSpotify,C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.263.394.0_x64__zpdnekdrzrea0\XboxGameBarSpotify.exe,,
StartupTask,C:\Program Files\WindowsApps\TelegramMessengerLLP.TelegramDesktop_5.14.2.0_x64__t4vj0pshhgkwm\StartupTask.exe,,
PurpleWindowsStore,C:\Program Files\WindowsApps\VectorUnit.BeachBuggyRacing_2024.10.13.0_x64__hvbhrzr8672s2\PurpleWindowsStore.exe,,
Rar,C:\Program Files\WinRAR\Rar.exe,,
RarExtInstaller,C:\Program Files\WinRAR\RarExtInstaller.exe,,
UnRAR,C:\Program Files\WinRAR\UnRAR.exe,,
asus_framework,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,,
AcPowerNotification,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\AcPowerNotification\AcPowerNotification.exe,,
ArmouryHtmlDebugServer,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ArmourySocketServer\ArmouryHtmlDebugServer.exe,,
ArmourySocketServer,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ArmourySocketServer\ArmourySocketServer.exe,,
PreUninstallArmourySocketServer,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ArmourySocketServer\PreUninstallArmourySocketServer.exe,,
